name,yomi,pref,lat,lon,elev
絵下山,えげさん,広島県,34.319055494526,132.53969375475,593
白木山,しらきやま,広島県,34.52132356752,132.5754747235,889
比婆山,ひばやま,広島県,35.06498881009,133.05634349379,1260
泉山,いずみがせん,岡山県,35.202036697943,133.95964355363,1208
三徳山,みとくさん,鳥取県,35.385945899259,133.96350006734,899
大江山,おおえやま,京都府,35.453451390526,135.10669646172,832
岩屋山,いわややま,兵庫県,35.23546992426,134.97709631894,718
五台山,ごだいさん,兵庫県,35.223102928028,135.06860956324,655
福智山,ふくちやま,福岡県,33.742224600741,130.80387633835,900
天山,てんざん,佐賀県,33.338920505749,130.14292895351,1046
紫尾山,しびさん,鹿児島県,31.980752996145,130.36784239107,1066
甫与志岳,ほよしだけ,鹿児島県,31.264145026018,130.99010753623,967
野間岳,のまだけ,鹿児島県,31.40447043284,130.15818408973,591
宝満山,ほうまんざん,福岡県,33.539796806898,130.5690478855,829
高城山,たかじょうやま,福岡県,33.768401354802,130.95276281216,419
十坊山,とんぼやま,福岡県・佐賀県,33.472530030531,130.06817139098,535
金立山,きんりゅうさん,佐賀県,33.346485319995,130.30313016176,502
鞍岳,くらだけ,熊本県,32.953251255721,130.93385149646,1117
阿蘇根子岳,あそねこだけ,熊本県,32.885187216262,131.15087006778,1408
於茂登岳,おもとだけ,沖縄県,24.427074615047,124.18337111528,526
作礼山,さくれいざん,佐賀県,33.356952713949,130.06593367459,887
鏡山,かがみやま,佐賀県,33.4294907728959,130.023958,284
